last_name, first_name,year,player_age,b_ab,b_total_pa,isolated_power,xiso,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,hard_hit_percent,z_swing_percent,oz_swing_percent,meatball_swing_percent,pull_percent,opposite_percent,
Pujols, Albert,2019,39,491,545,.185,.175,88.3,12.4,6.0,36.3,59.7,30.8,67.4,45.7,18.6,
Cabrera, Miguel,2019,36,493,549,.116,.167,90.3,12.2,6.4,44.6,67.8,34.0,75.3,30.0,32.8,
Choo, Shin-Soo,2019,37,563,660,.190,.206,91.3,8.7,8.8,49.0,63.9,20.1,74.9,36.1,24.3,
Encarnacion, Edwin,2019,36,418,486,.287,.270,90.0,22.5,12.6,42.0,65.7,25.2,75.5,48.1,21.4,
Jones, Adam,2019,34,485,528,.155,.170,86.0,13.5,6.7,30.2,71.3,39.2,73.6,39.3,22.5,
Desmond, Ian,2019,34,443,482,.223,.201,90.6,8.4,10.4,42.2,67.5,26.1,78.0,29.7,33.6,
Cruz, Nelson,2019,39,454,521,.328,.346,93.7,13.1,19.9,51.5,69.8,27.2,82.6,38.7,25.2,
Longoria, Evan,2019,34,453,508,.183,.221,89.7,14.0,7.5,40.8,64.6,30.2,77.2,37.3,22.3,
Fowler, Dexter,2019,33,487,574,.170,.167,85.2,13.0,7.4,28.4,66.5,23.0,78.6,36.9,23.7,
Cabrera, Asdrubal,2019,34,447,514,.181,.170,88.8,14.1,5.7,35.3,65.9,25.1,70.6,46.2,21.7,
Blackmon, Charlie,2019,33,580,634,.262,.224,88.5,14.5,8.3,40.1,70.4,30.1,75.8,39.3,25.4,
Frazier, Todd,2019,33,447,499,.192,.171,88.2,17.3,7.3,38.4,61.9,25.9,72.8,47.8,16.7,
Cain, Lorenzo,2019,33,562,623,.112,.120,89.4,6.6,4.1,42.1,65.4,25.1,71.1,27.4,32.4,
Turner, Justin,2019,35,479,549,.219,.228,90.2,17.6,7.8,43.0,66.3,24.6,80.9,34.6,26.0,
Votto, Joey,2019,36,525,608,.150,.184,88.8,15.0,6.9,37.7,65.6,18.4,79.5,35.3,25.2,
Gardner, Brett,2019,36,491,550,.253,.128,87.2,13.6,4.1,31.4,54.9,22.4,64.7,44.3,19.4,
Braun, Ryan,2019,36,459,508,.220,.203,91.2,7.1,9.8,45.0,71.9,34.6,85.4,36.4,23.8,
Gordon, Alex,2019,35,556,633,.129,.166,88.2,9.0,5.4,37.8,70.4,26.6,81.2,36.9,25.3,
Andrus, Elvis,2019,31,600,648,.118,.125,88.2,7.1,3.5,34.4,60.9,32.6,64.4,30.0,26.5,
Ramos, Wilson,2019,32,473,524,.129,.135,90.0,0.0,4.7,42.2,74.4,34.1,81.3,32.4,23.8,
Santana, Carlos,2019,33,573,686,.234,.213,91.8,11.8,9.6,44.9,63.4,17.8,76.4,42.0,18.8,
Belt, Brandon,2019,31,526,616,.169,.211,86.4,21.9,8.7,35.8,74.5,22.4,88.1,40.4,25.3,
Smoak, Justin,2019,33,414,500,.198,.244,90.3,16.8,11.0,39.5,63.1,19.7,75.2,45.0,17.8,
Brantley, Michael,2019,32,575,637,.191,.184,88.7,10.6,5.8,37.4,60.8,25.9,69.2,39.0,26.1,
Gurriel, Yuli,2019,35,564,612,.243,.135,89.3,14.5,3.8,37.5,66.6,34.3,74.4,41.2,22.2,
Rojas, Miguel,2019,30,483,526,.095,.095,87.1,8.8,2.6,28.3,63.9,29.8,66.5,28.8,29.7,
Escobar, Eduardo,2019,30,636,699,.242,.209,87.8,18.3,7.0,31.5,71.2,37.8,75.1,41.1,20.3,
Davis, Khris,2019,32,481,533,.166,.206,90.1,13.2,10.1,40.2,79.6,27.4,93.8,37.1,24.3,
Pham, Tommy,2019,31,567,654,.176,.181,90.8,5.1,7.9,44.8,61.5,16.5,71.0,31.7,25.4,
Martinez, J.D.,2019,32,575,657,.252,.268,91.3,12.5,12.0,46.7,72.5,29.7,89.4,38.2,26.5,
Reddick, Josh,2019,32,501,550,.134,.118,86.0,15.6,3.4,29.2,74.1,29.5,78.9,36.2,25.4,
Murphy, Daniel,2019,34,438,478,.174,.117,86.3,14.8,2.4,28.1,68.5,30.0,72.6,36.1,27.2,
Goldschmidt, Paul,2019,32,597,682,.216,.250,90.1,15.3,11.3,42.4,66.7,28.3,69.8,37.8,24.7,
Altuve, Jose,2019,29,500,548,.252,.208,86.1,8.8,8.1,34.5,66.6,30.2,70.7,41.7,18.2,
Hernandez, Cesar,2019,29,612,667,.129,.102,85.7,9.3,2.7,28.3,63.8,27.3,70.9,34.5,29.7,
Segura, Jean,2019,29,576,618,.141,.125,88.0,7.0,3.2,32.7,60.1,35.4,63.8,29.2,26.2,
Castro, Starlin,2019,29,636,676,.165,.162,88.6,10.9,6.2,37.7,67.5,31.3,79.9,37.6,21.7,
Marte, Starling,2019,31,539,586,.208,.204,87.4,7.4,8.2,38.5,75.7,33.5,84.1,35.9,23.7,
Donaldson, Josh,2019,34,549,659,.262,.265,92.9,13.3,15.7,50.0,68.8,23.1,82.3,39.9,25.0,
Freeman, Freddie,2019,30,597,692,.255,.277,89.7,14.5,12.5,42.3,80.4,29.2,86.7,37.3,27.3,
Grandal, Yasmani,2019,31,513,632,.222,.231,90.3,13.9,11.3,41.8,58.2,21.6,72.8,35.1,23.0,
Heyward, Jason,2019,30,513,589,.177,.144,88.6,11.1,5.9,36.5,66.3,27.5,73.4,39.4,21.9,
LeMahieu, DJ,2019,31,602,655,.191,.203,91.7,6.7,7.5,47.2,64.3,27.3,69.4,25.0,33.7,
Moustakas, Mike,2019,31,523,584,.262,.240,89.3,17.1,10.3,40.7,71.8,31.4,81.0,37.9,28.3,
Rizzo, Anthony,2019,30,512,613,.227,.195,88.8,12.4,7.0,37.0,63.8,31.8,71.3,40.1,23.3,
Galvis, Freddy,2019,30,557,589,.178,.147,88.2,14.2,5.5,36.1,71.6,37.8,77.5,38.1,27.0,
Garcia, Avisail,2019,28,489,530,.182,.217,89.5,9.8,11.7,40.3,81.3,36.0,85.2,40.6,22.9,
Ozuna, Marcell,2019,29,485,549,.231,.257,91.8,13.5,12.6,49.2,68.0,27.6,78.6,45.2,19.1,
Villar, Jonathan,2019,28,642,714,.179,.160,87.7,7.0,6.8,37.1,73.4,27.7,81.3,35.0,26.9,
Santana, Danny,2019,29,474,511,.251,.219,91.4,13.5,9.5,43.6,73.9,38.3,73.5,39.3,25.0,
Crawford, Brandon,2019,32,500,560,.122,.155,87.5,8.4,5.4,35.1,76.6,28.4,86.7,36.7,23.3,
Cron, C.J.,2019,29,458,499,.216,.270,91.0,12.7,15.0,44.6,69.1,32.4,78.8,38.2,24.1,
Grossman, Robbie,2019,30,420,482,.107,.115,87.7,12.1,2.4,30.7,60.0,16.2,76.5,29.2,29.8,
Hosmer, Eric,2019,30,619,667,.160,.156,90.5,2.1,7.2,46.0,71.9,32.7,76.4,29.3,27.8,
Kipnis, Jason,2019,32,458,511,.166,.155,86.7,13.1,5.5,34.4,65.2,26.5,73.9,39.6,24.4,
McCann, James,2019,29,439,476,.187,.187,89.9,10.7,9.2,43.5,68.0,32.6,81.5,34.3,30.4,
Rendon, Anthony,2019,29,545,646,.279,.279,90.4,19.5,12.0,46.6,68.3,20.4,79.0,37.6,24.4,
Semien, Marcus,2019,29,657,747,.237,.217,88.8,14.7,8.5,37.8,66.2,19.2,78.5,40.3,24.1,
Springer, George,2019,30,479,556,.299,.288,89.8,10.3,14.3,44.8,69.0,20.8,87.7,37.8,24.1,
Vazquez, Christian,2019,29,482,521,.201,.191,88.7,12.9,6.2,38.5,67.7,32.9,71.8,33.1,29.2,
Wong, Kolten,2019,29,478,549,.138,.106,83.6,10.6,2.5,25.1,66.6,29.4,72.7,34.2,24.6,
Garcia, Leury,2019,28,577,618,.099,.101,86.6,4.8,3.8,29.5,72.2,35.5,75.8,30.8,32.1,
Grichuk, Randal,2019,28,586,628,.225,.188,89.3,16.2,8.5,39.8,69.4,33.3,84.6,43.5,20.5,
Trout, Mike,2019,28,470,600,.353,.357,90.7,22.2,18.6,44.3,57.7,17.9,77.7,41.5,23.7,
Harper, Bryce,2019,27,573,682,.250,.267,91.3,13.1,14.8,45.6,74.2,29.6,87.5,36.8,23.3,
Abreu, Jose,2019,32,634,693,.219,.234,92.1,10.9,12.8,48.2,66.4,34.8,70.5,39.4,25.8,
Narvaez, Omar,2019,27,428,482,.182,.165,85.4,17.8,5.3,27.5,72.2,26.3,82.5,36.6,27.7,
Suarez, Eugenio,2019,28,575,662,.301,.253,89.4,17.8,14.0,40.8,66.9,24.1,77.0,50.3,20.7,
Santana, Domingo,2019,27,451,507,.188,.233,89.0,11.7,12.5,42.1,69.4,24.8,86.1,34.9,26.3,
Urshela, Gio,2019,28,442,476,.219,.209,90.5,13.6,7.0,40.6,74.3,40.0,79.8,37.3,24.2,
Sanchez, Yolmer,2019,27,496,555,.069,.080,85.6,12.8,1.0,27.1,66.5,30.6,73.2,29.8,32.6,
Arenado, Nolan,2019,28,588,662,.269,.208,89.4,17.7,8.0,37.4,72.8,34.9,78.7,39.2,22.5,
Muncy, Max,2019,29,487,589,.265,.251,89.7,14.2,12.3,43.4,62.6,19.6,75.5,42.1,22.8,
Myers, Wil,2019,29,435,490,.179,.193,88.9,11.1,11.2,40.8,62.3,27.2,71.3,38.3,21.9,
Voit, Luke,2019,28,429,510,.200,.242,89.7,12.8,13.2,40.4,76.6,22.4,90.9,43.1,19.8,
Walker, Christian,2019,28,529,603,.217,.250,91.1,14.8,13.1,48.4,75.0,23.8,85.4,36.3,23.7,
Carpenter, Matt,2019,34,416,492,.166,.194,87.2,18.1,7.8,31.1,61.0,20.7,77.0,44.7,24.6,
Dozier, Brian,2019,32,416,482,.192,.190,88.3,19.0,6.7,34.9,61.4,19.6,68.3,51.0,19.9,
Iglesias, Jose,2019,29,504,530,.119,.093,84.0,7.0,2.5,23.9,66.8,45.8,65.1,33.6,24.0,
Bryant, Kris,2019,27,543,634,.239,.212,87.4,19.3,9.3,34.1,74.1,27.1,80.4,43.3,23.3,
Canha, Mark,2019,30,410,497,.244,.219,89.1,15.0,9.5,41.1,60.3,22.1,71.2,49.2,21.3,
Castellanos, Nicholas,2019,27,615,664,.236,.262,89.0,13.9,11.2,41.4,74.6,38.4,85.5,37.9,26.9,
Machado, Manny,2019,27,587,661,.206,.198,91.2,13.0,8.0,43.7,69.1,28.4,78.8,31.4,27.5,
Moran, Colin,2019,27,466,503,.152,.178,88.2,12.3,7.4,34.8,75.6,35.5,86.9,40.2,23.2,
Pederson, Joc,2019,27,450,514,.289,.221,90.9,15.3,10.3,43.5,68.3,26.2,77.2,46.0,18.5,
Realmuto, J.T.,2019,28,538,593,.217,.192,90.3,14.4,8.7,40.9,70.3,32.7,74.1,40.7,24.8,
Renfroe, Hunter,2019,27,440,494,.273,.230,89.9,19.1,12.0,39.4,64.9,29.5,71.9,53.4,13.7,
Rosario, Eddie,2019,28,562,590,.224,.230,89.1,16.7,8.5,36.0,80.7,43.1,86.1,44.4,20.1,
Yelich, Christian,2019,28,489,580,.342,.307,93.1,11.2,15.8,49.1,69.9,27.9,81.3,35.8,23.3,
Merrifield, Whit,2019,30,681,735,.160,.145,86.4,15.3,4.3,28.9,67.6,30.7,68.9,34.5,27.9,
Bogaerts, Xander,2019,27,614,698,.246,.202,90.6,13.1,8.6,43.7,56.2,27.4,66.1,36.5,23.9,
Alberto, Hanser,2019,27,524,550,.116,.105,82.8,10.7,2.9,18.3,73.5,44.7,77.2,38.3,23.8,
Polanco, Jorge,2019,26,631,704,.190,.188,87.0,17.9,6.7,33.0,65.2,26.6,71.8,34.7,26.1,
Calhoun, Kole,2019,32,552,632,.236,.228,89.3,14.7,11.2,42.6,73.1,26.0,84.1,47.4,19.4,
Eaton, Adam,2019,31,566,656,.148,.144,86.6,13.2,3.8,34.2,61.8,26.3,67.3,29.4,31.6,
Kiermaier, Kevin,2019,29,447,480,.170,.144,88.9,6.7,5.5,37.8,75.1,34.9,75.7,32.5,22.3,
Profar, Jurickson,2019,26,459,518,.192,.172,86.7,14.2,6.2,30.9,65.4,26.1,80.1,47.0,22.0,
Baez, Javier,2019,27,531,561,.250,.231,91.0,7.6,12.7,43.6,73.2,42.2,75.6,31.6,27.9,
Lindor, Francisco,2019,26,598,654,.234,.183,90.6,11.9,7.5,40.6,72.3,31.7,77.1,41.4,22.1,
Odor, Rougned,2019,25,522,581,.234,.239,89.4,16.2,13.6,45.6,66.8,29.7,76.7,45.7,18.5,
Story, Trevor,2019,27,588,656,.260,.198,90.9,17.3,8.6,45.8,70.1,28.5,82.0,37.4,27.8,
Vogelbach, Daniel,2019,27,462,558,.232,.216,88.9,17.2,10.8,37.7,51.0,19.5,54.6,37.5,25.7,
Kepler, Max,2019,26,524,596,.267,.195,89.7,18.2,8.9,41.7,73.8,27.6,84.5,50.8,19.1,
Choi, Ji-Man,2019,28,410,487,.198,.230,91.1,12.6,11.3,42.4,68.0,20.2,83.7,33.3,23.9,
Bradley Jr., Jackie,2019,29,494,567,.196,.191,89.7,8.7,9.9,43.0,68.6,28.2,75.3,37.2,23.5,
Nunez, Renato,2019,25,541,599,.216,.216,89.9,20.0,10.7,40.6,67.9,34.5,72.3,41.8,26.4,
Ahmed, Nick,2019,29,556,625,.183,.163,87.5,7.5,6.6,33.8,72.2,27.8,85.1,33.6,24.8,
Anderson, Brian,2019,26,459,520,.207,.198,89.9,11.1,8.9,45.7,65.1,31.9,74.6,31.6,29.3,
Bell, Josh,2019,27,527,613,.292,.271,92.3,13.0,12.7,47.1,76.6,27.6,87.2,38.9,25.2,
Betts, Mookie,2019,27,597,706,.229,.260,91.0,19.1,10.3,46.6,59.3,18.7,66.0,39.4,22.4,
Panik, Joe,2019,29,438,491,.091,.118,86.3,12.3,2.0,25.6,63.7,21.4,68.5,34.5,26.2,
Smith, Mallex,2019,26,510,566,.108,.074,84.3,7.2,2.2,19.8,68.5,25.9,73.8,28.0,30.6,
Arcia, Orlando,2019,25,494,546,.128,.131,87.5,6.3,4.6,30.8,65.0,30.3,76.3,31.3,24.7,
Marte, Ketel,2019,26,569,628,.264,.219,89.8,11.5,9.3,40.0,70.5,28.3,77.3,40.2,21.6,
Turner, Trea,2019,26,521,569,.200,.169,90.3,9.7,6.8,41.5,67.1,29.0,70.9,38.5,24.9,
Pillar, Kevin,2019,30,611,645,.173,.142,86.0,13.9,4.9,30.7,72.9,46.9,79.2,45.2,22.5,
Ramirez, Jose,2019,27,482,542,.224,.190,89.1,19.8,6.3,35.7,63.8,22.8,80.0,48.1,20.5,
Bregman, Alex,2019,25,554,690,.296,.198,89.3,19.6,5.4,37.5,57.2,15.8,67.8,42.8,18.0,
Seager, Corey,2019,25,489,541,.211,.199,88.8,14.1,7.3,37.9,77.8,26.7,88.5,33.9,27.8,
Reyes, Franmil,2019,24,494,548,.263,.273,93.3,9.5,14.8,51.0,76.8,30.1,85.6,32.2,24.9,
Swanson, Dansby,2019,25,483,545,.172,.206,89.8,14.2,10.1,41.6,68.8,24.6,75.3,37.8,25.8,
Newman, Kevin,2019,26,493,531,.138,.095,84.7,8.1,2.1,24.4,69.7,33.6,78.2,32.3,27.9,
Olson, Matt,2019,25,483,547,.277,.296,91.9,18.3,14.5,50.3,66.5,24.9,74.1,49.7,18.2,
Alonso, Pete,2019,25,597,693,.323,.284,90.6,14.8,15.8,42.3,67.2,31.9,71.0,42.4,18.9,
Conforto, Michael,2019,26,549,648,.237,.240,88.8,15.7,11.9,39.3,70.3,25.0,86.6,40.5,25.7,
Frazier, Adam,2019,28,554,608,.139,.121,86.3,12.1,1.9,28.0,69.5,27.0,80.6,36.6,29.3,
Puig, Yasiel,2019,29,555,611,.191,.196,89.9,14.2,9.6,39.1,77.1,30.1,86.2,32.6,28.6,
Soler, Jorge,2019,27,589,679,.304,.314,92.6,15.4,16.9,49.9,68.0,24.0,82.5,46.7,22.2,
Meadows, Austin,2019,24,530,591,.268,.261,90.4,16.7,12.5,42.9,60.7,24.7,68.3,41.1,20.3,
Mercado, Oscar,2019,25,438,482,.174,.139,86.5,13.4,4.1,33.9,75.4,27.5,85.6,40.0,24.7,
Anderson, Tim,2019,26,498,518,.173,.164,88.3,8.7,5.1,37.3,75.1,43.7,81.9,29.2,29.4,
Bellinger, Cody,2019,24,558,661,.324,.314,90.7,17.6,13.0,45.5,68.5,23.6,80.0,47.0,22.6,
Dozier, Hunter,2019,28,523,586,.243,.208,91.1,16.7,10.0,42.6,64.8,26.8,74.2,39.2,25.3,
Mancini, Trey,2019,27,602,679,.244,.224,90.3,7.8,10.3,42.7,67.2,32.0,73.8,31.7,26.3,
McMahon, Ryan,2019,25,480,539,.200,.182,91.4,8.4,9.0,47.7,74.7,26.5,88.3,31.7,28.0,
Rosario, Amed,2019,24,616,655,.144,.130,89.2,8.8,4.2,39.1,69.6,35.7,73.4,26.2,26.6,
Adames, Willy,2019,24,531,584,.164,.182,87.8,10.0,8.4,35.5,68.5,24.7,80.9,33.5,26.2,
Benintendi, Andrew,2019,25,541,615,.165,.192,88.6,17.3,8.1,37.7,77.1,29.5,85.4,34.5,26.2,
McNeil, Jeff,2019,27,510,567,.214,.178,88.4,13.2,4.8,36.6,83.6,38.0,93.7,44.7,23.4,
Albies, Ozzie,2019,22,640,702,.205,.197,88.8,15.6,6.6,33.5,80.4,34.4,89.4,40.4,20.5,
Robles, Victor,2019,22,546,617,.165,.134,81.0,14.5,4.8,23.0,70.0,29.2,80.7,41.5,24.5,
Devers, Rafael,2019,23,647,702,.244,.223,92.1,10.3,9.0,47.5,75.2,37.5,86.3,36.5,26.7,
Jimenez, Eloy,2019,23,468,504,.246,.251,91.2,9.3,12.8,47.9,71.3,33.7,76.0,34.5,23.8,
Torres, Gleyber,2019,23,546,604,.256,.233,89.0,17.4,10.1,35.8,75.5,31.1,85.3,41.0,23.8,
Chapman, Matt,2019,26,583,670,.257,.248,92.6,16.3,12.3,48.7,62.4,22.6,76.6,39.0,23.9,
Hoskins, Rhys,2019,26,570,705,.228,.203,89.7,24.0,9.7,38.7,58.2,22.0,70.0,46.7,20.3,
Schwarber, Kyle,2019,26,529,610,.282,.284,92.7,15.0,14.5,51.2,65.0,23.7,73.6,40.9,28.0,
DeJong, Paul,2019,26,583,664,.211,.201,87.0,18.5,8.6,34.0,69.5,28.0,80.0,45.2,19.3,
Laureano, Ramon,2019,25,434,481,.233,.211,89.5,14.8,9.7,40.4,66.2,29.9,72.3,39.4,21.9,
Moncada, Yoan,2019,24,511,559,.233,.231,92.8,12.0,12.2,47.9,66.7,29.0,73.2,36.8,24.9,
Acuna Jr., Ronald,2019,22,626,715,.238,.290,90.6,14.2,15.0,46.9,68.4,24.0,87.4,38.7,28.0,
Fletcher, David,2019,25,596,653,.094,.076,83.7,9.8,0.4,16.9,48.7,22.6,56.4,39.7,24.5,
Kingery, Scott,2019,25,458,500,.216,.187,88.2,17.5,8.0,38.9,71.3,31.2,83.2,42.7,21.7,
Guerrero Jr., Vladimir,2019,20,464,514,.162,.170,89.4,6.7,7.7,38.4,69.4,28.9,85.7,35.7,22.4,
Soto, Juan,2019,21,542,659,.266,.288,91.3,12.0,12.3,47.8,66.5,20.3,79.9,35.6,26.4,
Reynolds, Bryan,2019,24,491,546,.189,.179,89.6,9.4,6.7,41.7,71.9,28.1,83.6,37.0,26.5,
Ortiz, David,2016,41,537,626,.305,.318,92.9,16.7,15.3,46.9,68.0,26.6,80.2,47.6,16.8,
Beltre, Adrian,2016,37,583,640,.221,.218,90.1,14.4,8.5,39.8,64.7,34.3,70.6,36.9,25.6,
Beltran, Carlos,2016,39,552,593,.217,.162,90.0,12.7,6.8,38.5,66.1,28.5,73.5,43.7,22.2,
Werth, Jayson,2016,37,525,606,.173,.171,91.3,14.9,7.7,44.4,52.7,22.5,66.8,41.1,23.2,
Martinez, Victor,2016,38,553,610,.186,.217,90.0,15.7,8.4,41.8,65.3,30.4,70.7,44.8,21.9,
Utley, Chase,2016,38,512,565,.145,.127,87.2,11.7,4.3,33.6,58.3,21.4,72.3,44.6,18.5,
Pujols, Albert,2016,36,593,650,.189,.240,91.5,12.0,9.5,44.3,62.5,30.6,66.3,43.9,19.1,
Mauer, Joe,2016,33,494,576,.128,.161,89.7,3.8,5.7,42.7,50.2,20.9,54.1,28.3,37.0,
Cabrera, Miguel,2016,33,595,679,.247,.338,93.6,12.3,15.9,50.4,70.9,30.7,78.7,34.3,27.9,
Gonzalez, Adrian,2016,34,568,633,.150,.147,88.0,9.4,4.6,33.7,71.3,30.0,77.2,35.4,28.0,
Phillips, Brandon,2016,35,550,584,.125,.109,86.1,9.6,2.7,25.3,75.2,40.6,73.6,30.6,30.0,
Upton, B.J.,2016,32,492,539,.165,.160,87.9,8.8,6.1,35.8,68.9,28.3,85.7,34.0,29.7,
Molina, Yadier,2016,34,534,581,.120,.134,87.6,9.1,3.6,27.9,71.8,35.0,75.2,35.9,27.3,
Cano, Robinson,2016,34,655,715,.235,.198,90.1,11.6,7.7,42.9,70.3,34.6,75.9,36.8,26.3,
Encarnacion, Edwin,2016,33,601,702,.266,.268,90.8,15.7,12.3,40.6,65.0,21.4,78.5,50.1,18.0,
Bautista, Jose,2016,36,423,517,.217,.190,91.6,14.8,9.0,45.7,56.4,18.8,71.9,46.0,14.8,
Jones, Adam,2016,31,619,672,.171,.198,88.4,14.5,8.0,34.9,82.5,42.6,84.4,38.8,23.4,
Martin, Russell,2016,33,455,535,.167,.182,89.0,9.7,9.3,39.9,56.7,19.1,74.3,33.5,27.5,
Granderson, Curtis,2016,35,545,633,.228,.185,87.6,18.4,7.4,32.6,56.7,20.1,71.2,41.4,19.8,
Pagan, Angel,2016,35,495,543,.141,.101,85.6,12.2,3.0,21.5,57.8,23.2,65.8,38.9,27.5,
Ramirez, Hanley,2016,33,549,620,.219,.202,90.4,9.1,10.4,41.6,66.0,29.5,76.0,34.9,26.8,
Morales, Kendrys,2016,33,558,618,.204,.263,92.7,11.4,10.8,49.9,66.8,33.1,70.8,36.1,24.8,
Kendrick, Howie,2016,33,487,543,.111,.143,90.1,1.6,5.8,42.1,67.1,28.4,77.2,22.3,33.8,
Napoli, Mike,2016,35,557,645,.226,.246,89.6,18.6,13.3,38.3,63.6,24.6,77.9,43.5,20.4,
Kinsler, Ian,2016,34,618,679,.196,.153,87.0,18.3,4.0,30.8,62.4,25.1,67.9,42.1,21.1,
Desmond, Ian,2016,31,625,677,.162,.161,90.5,4.7,7.5,43.2,62.1,29.0,65.0,27.8,30.8,
Cruz, Nelson,2016,36,589,667,.268,.307,94.4,11.1,16.5,52.2,68.7,28.0,75.8,35.2,24.7,
Trumbo, Mark,2016,30,613,667,.277,.279,92.7,14.7,15.8,44.9,69.3,31.2,79.6,40.6,24.4,
Escobar, Alcides,2016,30,637,682,.089,.072,82.9,8.3,1.4,17.4,68.4,37.7,74.6,38.5,27.0,
Prado, Martin,2016,33,600,658,.112,.085,87.9,8.9,1.3,30.8,51.5,26.8,56.2,30.8,27.4,
Longoria, Evan,2016,31,633,685,.248,.265,90.7,18.3,11.9,41.3,64.5,32.4,70.1,40.5,23.2,
Cozart, Zack,2016,31,464,508,.172,.118,86.1,15.2,2.3,27.5,65.5,27.0,69.2,44.7,19.2,
Davis, Chris,2016,30,566,665,.239,.268,90.8,16.9,15.1,44.0,62.3,27.3,73.0,40.6,21.7,
Zobrist, Ben,2016,35,523,631,.174,.137,88.2,8.6,4.5,35.2,54.6,18.8,67.4,46.8,16.9,
Fowler, Dexter,2016,30,456,551,.171,.146,87.4,12.0,5.6,32.0,62.4,17.6,74.0,38.9,22.3,
Headley, Chase,2016,32,467,529,.133,.134,87.1,11.7,5.9,33.3,65.3,23.8,78.0,37.9,23.7,
Span, Denard,2016,32,572,637,.115,.099,84.7,5.4,2.8,29.5,64.1,24.3,73.9,35.5,23.4,
Cabrera, Asdrubal,2016,31,521,568,.194,.167,88.2,14.5,5.7,33.1,71.5,32.3,76.2,47.9,21.2,
Ellsbury, Jacoby,2016,33,551,626,.111,.089,86.5,10.4,1.7,31.4,66.7,25.2,72.0,38.8,23.4,
Tulowitzki, Troy,2016,32,492,544,.189,.224,90.0,13.9,9.6,40.5,61.4,26.6,72.8,40.5,22.8,
Blackmon, Charlie,2016,30,578,641,.228,.181,86.9,14.5,6.8,33.5,63.4,31.7,63.8,41.4,25.5,
Frazier, Todd,2016,30,590,666,.239,.205,88.8,20.3,10.1,35.4,64.9,30.0,74.0,44.6,22.1,
Markakis, Nick,2016,33,599,684,.129,.137,90.6,10.9,4.9,42.8,61.1,21.4,71.0,31.4,28.2,
Pedroia, Dustin,2016,33,633,698,.131,.113,88.5,8.4,2.5,28.9,58.4,24.7,66.5,34.0,31.6,
Nunez, Eduardo,2016,29,553,595,.145,.128,88.6,8.1,4.4,37.0,69.1,36.3,75.8,32.1,30.0,
McCutchen, Andrew,2016,30,598,675,.174,.195,89.6,16.1,8.5,41.7,69.0,23.8,84.3,43.4,22.3,
Upton, Justin,2016,29,570,626,.219,.230,91.3,15.6,12.5,45.5,64.5,23.3,77.2,37.9,26.0,
Turner, Justin,2016,32,556,622,.218,.205,90.5,16.8,8.8,40.9,63.8,23.2,72.5,35.0,30.9,
Posey, Buster,2016,29,539,614,.147,.194,90.5,9.8,7.1,43.0,66.5,26.6,69.7,32.4,30.5,
Espinosa, Danny,2016,29,516,601,.169,.167,86.4,12.0,9.1,33.7,68.0,31.5,75.5,49.0,17.3,
Bruce, Jay,2016,29,539,589,.256,.217,88.8,14.6,8.7,38.5,75.7,31.8,88.1,41.1,20.2,
Votto, Joey,2016,33,556,677,.225,.229,89.6,11.6,9.7,38.7,66.3,19.8,85.1,35.8,29.1,
Gardner, Brett,2016,33,547,634,.101,.086,85.4,6.3,2.4,23.8,53.3,22.3,58.3,30.0,26.9,
Saunders, Michael,2016,30,490,558,.224,.180,89.6,10.7,8.3,44.5,68.3,23.0,83.1,37.1,25.8,
Braun, Ryan,2016,33,511,564,.233,.181,89.9,4.3,8.4,38.7,72.3,34.4,77.0,35.8,26.2,
Gordon, Alex,2016,32,445,506,.160,.191,87.8,15.4,8.7,36.6,65.1,23.9,79.8,42.6,22.5,
Kemp, Matt,2016,32,623,672,.231,.250,88.2,14.4,11.1,37.8,73.5,38.2,82.3,41.5,23.8,
Andrus, Elvis,2016,28,506,568,.136,.099,86.9,8.4,1.8,31.8,59.7,24.8,67.4,38.5,22.1,
Cabrera, Melky,2016,32,591,646,.159,.102,89.2,10.9,2.1,34.0,66.9,34.0,71.1,37.7,28.9,
Ramos, Wilson,2016,29,482,523,.189,.201,90.7,4.8,7.6,43.2,71.1,28.2,81.4,33.4,26.3,
Santana, Carlos,2016,30,582,688,.239,.235,90.7,14.1,9.8,42.6,60.5,18.8,68.9,48.0,17.0,
Gonzalez, Carlos,2016,31,584,632,.207,.189,90.1,8.6,8.8,41.2,72.8,34.3,77.1,34.9,24.3,
Mercer, Jordy,2016,30,519,584,.118,.099,86.1,10.1,2.2,26.1,59.7,27.3,64.2,31.2,30.6,
Belt, Brandon,2016,28,542,655,.199,.226,87.2,21.0,11.3,32.4,77.8,23.3,92.0,35.2,30.2,
Carter, Chris,2016,30,549,644,.277,.294,91.7,18.5,17.6,45.9,66.5,24.7,81.3,37.1,20.4,
Alonso, Yonder,2016,29,482,532,.114,.141,88.1,10.4,4.1,37.1,68.2,25.6,82.5,37.6,25.0,
Escobar, Yunel,2016,34,517,567,.087,.098,88.8,1.3,2.8,35.9,69.8,27.1,84.6,27.8,23.4,
Cespedes, Yoenis,2016,31,479,543,.251,.240,91.7,16.3,9.8,47.5,64.5,33.0,73.1,36.6,24.1,
Ramirez, Alexei,2016,35,478,506,.092,.056,84.3,8.9,0.5,23.7,65.0,32.5,72.6,40.9,20.3,
